state,date,cases,deaths,newCases
Florida,2020-04-27,32130,1087,610
Florida,2020-04-28,32838,1170,708
Florida,2020-04-29,33185,1216,347
Florida,2020-04-30,33683,1267,498
Florida,2020-05-01,34720,1313,1037
Florida,2020-05-02,35455,1363,735
Florida,2020-05-03,36070,1378,615
Florida,2020-05-04,36889,1398,819
Florida,2020-05-05,37431,1470,542
Florida,2020-05-06,37994,1538,563
Florida,2020-05-07,38820,1599,826
Florida,2020-05-08,39191,1668,371
Florida,2020-05-09,39993,1714,802
Florida,2020-05-10,40588,1720,595
Florida,2020-05-11,40974,1734,386
Florida,2020-05-12,41915,1778,941
Florida,2020-05-13,42394,1826,479
Florida,2020-05-14,43202,1874,808
Florida,2020-05-15,44130,1916,928
Georgia,2020-03-02,2,0,2
Georgia,2020-03-03,2,0,0
Georgia,2020-03-04,2,0,0
Georgia,2020-03-05,2,0,0
Georgia,2020-03-06,3,0,1
Georgia,2020-03-07,7,0,4
Georgia,2020-03-08,11,0,4
Georgia,2020-03-09,17,0,6
Georgia,2020-03-10,22,0,5
Georgia,2020-03-11,31,0,9
Georgia,2020-03-12,31,1,0
Georgia,2020-03-13,41,1,10
Georgia,2020-03-14,65,1,24
Georgia,2020-03-15,97,1,32
Georgia,2020-03-16,118,1,21
Georgia,2020-03-17,142,1,24
Georgia,2020-03-18,193,3,51
Georgia,2020-03-19,282,10,89
Georgia,2020-03-20,482,14,200
Georgia,2020-03-21,552,20,70
Georgia,2020-03-22,620,25,68
Georgia,2020-03-23,800,25,180
Georgia,2020-03-24,1095,38,295
Georgia,2020-03-25,1385,47,290
Georgia,2020-03-26,1641,56,256
Georgia,2020-03-27,2198,64,557
Georgia,2020-03-28,2447,79,249
Georgia,2020-03-29,2683,83,236
Georgia,2020-03-30,3032,102,349
Georgia,2020-03-31,4116,125,1084
Georgia,2020-04-01,4747,154,631
Georgia,2020-04-02,5444,176,697
Georgia,2020-04-03,5967,198,523
Georgia,2020-04-04,6383,208,416
Georgia,2020-04-05,6742,219,359
Georgia,2020-04-06,7558,294,816
Georgia,2020-04-07,9156,348,1598
Georgia,2020-04-08,10204,370,1048
Georgia,2020-04-09,10885,412,681
Georgia,2020-04-10,11859,425,974
Georgia,2020-04-11,12261,432,402
Georgia,2020-04-12,12103,438,-158
Georgia,2020-04-13,13125,479,1022
Georgia,2020-04-14,13913,517,788
Georgia,2020-04-15,14583,569,670
Georgia,2020-04-16,15644,611,1061
Georgia,2020-04-17,16658,661,1014
Georgia,2020-04-18,17014,670,356
Georgia,2020-04-19,17619,682,605
Georgia,2020-04-20,18447,767,828
Georgia,2020-04-21,19189,810,742
Georgia,2020-04-22,20099,837,910
Georgia,2020-04-23,20905,871,806
Georgia,2020-04-24,21575,889,670
Georgia,2020-04-25,22225,897,650
Georgia,2020-04-26,22459,907,234
Georgia,2020-04-27,23229,981,770
Georgia,2020-04-28,23607,1022,378
Georgia,2020-04-29,24300,1086,693
Georgia,2020-04-30,25431,1121,1131
Georgia,2020-05-01,26436,1153,1005
Georgia,2020-05-02,27268,1161,832
Georgia,2020-05-03,27618,1168,350
Georgia,2020-05-04,28350,1228,732
Georgia,2020-05-05,28876,1277,526
Georgia,2020-05-06,29724,1309,848
Georgia,2020-05-07,30524,1333,800
Georgia,2020-05-08,31089,1378,565
Georgia,2020-05-09,31481,1380,392
Georgia,2020-05-10,32267,1383,786
Georgia,2020-05-11,32448,1420,181
Georgia,2020-05-12,33311,1470,863
Georgia,2020-05-13,33866,1494,555
Georgia,2020-05-14,34422,1521,556
Georgia,2020-05-15,35242,1563,820
Guam,2020-03-15,3,0,3
Guam,2020-03-16,3,0,0
Guam,2020-03-17,3,0,0
Guam,2020-03-18,8,0,5
Guam,2020-03-19,12,0,4
Guam,2020-03-20,14,0,2
Guam,2020-03-21,15,0,1
Guam,2020-03-22,27,1,12
Guam,2020-03-23,29,1,2
Guam,2020-03-24,32,1,3
Guam,2020-03-25,32,1,0
Guam,2020-03-26,49,1,17
Guam,2020-03-27,53,1,4
Guam,2020-03-28,57,1,4
Guam,2020-03-29,58,1,1
Guam,2020-03-30,60,1,2
Guam,2020-03-31,139,2,79
Guam,2020-04-01,147,3,8
Guam,2020-04-02,152,3,5
Guam,2020-04-03,154,4,2
Guam,2020-04-04,223,4,69
Guam,2020-04-05,265,4,42
Guam,2020-04-06,266,4,1
Guam,2020-04-07,274,4,8
Guam,2020-04-08,409,4,135
Guam,2020-04-09,542,4,133
Guam,2020-04-10,577,4,35
Guam,2020-04-11,681,5,104
Guam,2020-04-12,716,5,35
Guam,2020-04-13,719,6,3
Guam,2020-04-14,721,6,2
Guam,2020-04-15,750,6,29
Guam,2020-04-16,790,6,40
Guam,2020-04-17,796,6,6
Guam,2020-04-18,805,6,9
Guam,2020-04-19,808,6,3
Guam,2020-04-20,811,6,3
Guam,2020-04-21,852,6,41
Guam,2020-04-22,911,6,59
Guam,2020-04-23,979,6,68
Guam,2020-04-24,997,6,18
Guam,2020-04-25,997,6,0
Guam,2020-04-26,997,6,0
Guam,2020-04-27,1113,6,116
Guam,2020-04-28,1114,6,1
Guam,2020-04-29,1114,6,0
Guam,2020-04-30,1115,6,1
Guam,2020-05-01,1115,6,0
Guam,2020-05-02,1117,6,2
Guam,2020-05-03,1118,6,1
Guam,2020-05-04,1118,6,0
Guam,2020-05-05,1118,6,0
Guam,2020-05-06,1118,6,0
Guam,2020-05-07,1118,6,0
Guam,2020-05-08,1120,6,2
Guam,2020-05-09,1120,6,0
Guam,2020-05-10,1120,6,0
Guam,2020-05-11,1120,6,0
Guam,2020-05-12,1121,6,1
Guam,2020-05-13,1121,6,0
Guam,2020-05-14,1121,6,0
Guam,2020-05-15,1123,6,2
Hawaii,2020-03-06,1,0,1
Hawaii,2020-03-07,1,0,0
Hawaii,2020-03-08,2,0,1
Hawaii,2020-03-09,2,0,0
Hawaii,2020-03-10,2,0,0
Hawaii,2020-03-11,2,0,0
Hawaii,2020-03-12,2,0,0
Hawaii,2020-03-13,2,0,0
Hawaii,2020-03-14,4,0,2
Hawaii,2020-03-15,7,0,3
Hawaii,2020-03-16,10,0,3
Hawaii,2020-03-17,14,0,4
Hawaii,2020-03-18,16,0,2
Hawaii,2020-03-19,26,0,10
Hawaii,2020-03-20,37,0,11
Hawaii,2020-03-21,48,0,11
Hawaii,2020-03-22,56,0,8
Hawaii,2020-03-23,77,0,21
Hawaii,2020-03-24,90,0,13
Hawaii,2020-03-25,95,0,5
Hawaii,2020-03-26,106,0,11
Hawaii,2020-03-27,120,0,14
Hawaii,2020-03-28,151,0,31
Hawaii,2020-03-29,175,0,24
Hawaii,2020-03-30,204,0,29
Hawaii,2020-03-31,224,1,20
Hawaii,2020-04-01,258,1,34
Hawaii,2020-04-02,283,2,25
Hawaii,2020-04-03,317,3,34
Hawaii,2020-04-04,349,3,32
Hawaii,2020-04-05,369,4,20
Hawaii,2020-04-06,385,5,16
Hawaii,2020-04-07,408,5,23
Hawaii,2020-04-08,433,5,25
Hawaii,2020-04-09,440,6,7
Hawaii,2020-04-10,463,8,23
Hawaii,2020-04-11,484,8,21
Hawaii,2020-04-12,497,9,13
Hawaii,2020-04-13,502,9,5
Hawaii,2020-04-14,511,9,9
Hawaii,2020-04-15,524,9,13
Hawaii,2020-04-16,535,9,11
Hawaii,2020-04-17,547,9,12
Hawaii,2020-04-18,568,9,21
Hawaii,2020-04-19,574,10,6
Hawaii,2020-04-20,578,10,4
Hawaii,2020-04-21,580,12,2
Hawaii,2020-04-22,586,12,6
Hawaii,2020-04-23,590,12,4
Hawaii,2020-04-24,595,13,5
Hawaii,2020-04-25,597,14,2
Hawaii,2020-04-26,599,14,2
Hawaii,2020-04-27,600,16,1
Hawaii,2020-04-28,602,16,2
Hawaii,2020-04-29,605,16,3
Hawaii,2020-04-30,609,16,4
Hawaii,2020-05-01,610,16,1
Hawaii,2020-05-02,611,16,1
Hawaii,2020-05-03,611,17,0
Hawaii,2020-05-04,612,17,1
Hawaii,2020-05-05,615,17,3
Hawaii,2020-05-06,616,17,1
Hawaii,2020-05-07,619,17,3
Hawaii,2020-05-08,619,17,0
Hawaii,2020-05-09,620,17,1
Hawaii,2020-05-10,621,17,1
Hawaii,2020-05-11,623,17,2
Hawaii,2020-05-12,624,17,1
Hawaii,2020-05-13,627,17,3
Hawaii,2020-05-14,627,17,0
Hawaii,2020-05-15,628,17,1
Idaho,2020-03-13,1,0,1
Idaho,2020-03-14,5,0,4
Idaho,2020-03-15,5,0,0
Idaho,2020-03-16,5,0,0
Idaho,2020-03-17,9,0,4
Idaho,2020-03-18,11,0,2
Idaho,2020-03-19,23,0,12
Idaho,2020-03-20,31,0,8
Idaho,2020-03-21,42,0,11
Idaho,2020-03-22,47,0,5
Idaho,2020-03-23,50,0,3
Idaho,2020-03-24,73,0,23
Idaho,2020-03-25,123,0,50
Idaho,2020-03-26,189,3,66
Idaho,2020-03-27,231,4,42
Idaho,2020-03-28,261,5,30
Idaho,2020-03-29,310,6,49
Idaho,2020-03-30,415,7,105
Idaho,2020-03-31,526,9,111
Idaho,2020-04-01,669,9,143
Idaho,2020-04-02,890,9,221
Idaho,2020-04-03,1012,10,122
Idaho,2020-04-04,1076,10,64
Idaho,2020-04-05,1100,10,24
Idaho,2020-04-06,1170,13,70
Idaho,2020-04-07,1210,15,40
Idaho,2020-04-08,1232,19,22
Idaho,2020-04-09,1353,24,121
Idaho,2020-04-10,1397,25,44
Idaho,2020-04-11,1407,27,10
Idaho,2020-04-12,1425,27,18
Idaho,2020-04-13,1453,33,28
Idaho,2020-04-14,1464,39,11
Idaho,2020-04-15,1507,41,43
Idaho,2020-04-16,1528,41,21
Idaho,2020-04-17,1566,43,38
Idaho,2020-04-18,1577,44,11
Idaho,2020-04-19,1581,45,4
Idaho,2020-04-20,1638,48,57
Idaho,2020-04-21,1659,51,21
Idaho,2020-04-22,1688,54,29
Idaho,2020-04-23,1721,54,33
Idaho,2020-04-24,1870,54,149
Idaho,2020-04-25,1887,56,17
Idaho,2020-04-26,1897,56,10
Idaho,2020-04-27,1917,58,20
Idaho,2020-04-28,1952,60,35
Idaho,2020-04-29,1984,60,32
Idaho,2020-04-30,2016,63,32
Idaho,2020-05-01,2035,63,19
Idaho,2020-05-02,2061,64,26
Idaho,2020-05-03,2059,64,-2
Idaho,2020-05-04,2106,64,47
Idaho,2020-05-05,2127,66,21
Idaho,2020-05-06,2158,67,31
Idaho,2020-05-07,2178,67,20
Idaho,2020-05-08,2205,67,27
Idaho,2020-05-09,2230,67,25
Idaho,2020-05-10,2232,67,2
Idaho,2020-05-11,2261,69,29
Idaho,2020-05-12,2294,69,33
Idaho,2020-05-13,2325,69,31
Idaho,2020-05-14,2352,72,27
Idaho,2020-05-15,2389,73,37
Illinois,2020-01-24,1,0,1
Illinois,2020-01-25,1,0,0
Illinois,2020-01-26,1,0,0
Illinois,2020-01-27,1,0,0
Illinois,2020-01-28,1,0,0
Illinois,2020-01-29,1,0,0
Illinois,2020-01-30,2,0,1
Illinois,2020-01-31,2,0,0
Illinois,2020-02-01,2,0,0
Illinois,2020-02-02,2,0,0
Illinois,2020-02-03,2,0,0
Illinois,2020-02-04,2,0,0
Illinois,2020-02-05,2,0,0
Illinois,2020-02-06,2,0,0
Illinois,2020-02-07,2,0,0
Illinois,2020-02-08,2,0,0
Illinois,2020-02-09,2,0,0
Illinois,2020-02-10,2,0,0
Illinois,2020-02-11,2,0,0
Illinois,2020-02-12,2,0,0
Illinois,2020-02-13,2,0,0
Illinois,2020-02-14,2,0,0
Illinois,2020-02-15,2,0,0
Illinois,2020-02-16,2,0,0
Illinois,2020-02-17,2,0,0
Illinois,2020-02-18,2,0,0
Illinois,2020-02-19,2,0,0
Illinois,2020-02-20,2,0,0
Illinois,2020-02-21,2,0,0
Illinois,2020-02-22,2,0,0
Illinois,2020-02-23,2,0,0
Illinois,2020-02-24,2,0,0
Illinois,2020-02-25,2,0,0
Illinois,2020-02-26,2,0,0
Illinois,2020-02-27,2,0,0
Illinois,2020-02-28,2,0,0
Illinois,2020-02-29,3,0,1
Illinois,2020-03-01,3,0,0
Illinois,2020-03-02,4,0,1
Illinois,2020-03-03,4,0,0
Illinois,2020-03-04,4,0,0
Illinois,2020-03-05,5,0,1
Illinois,2020-03-06,6,0,1
Illinois,2020-03-07,6,0,0
Illinois,2020-03-08,7,0,1
Illinois,2020-03-09,11,0,4
Illinois,2020-03-10,19,0,8
Illinois,2020-03-11,25,0,6
Illinois,2020-03-12,32,0,7
Illinois,2020-03-13,46,0,14
Illinois,2020-03-14,66,0,20
Illinois,2020-03-15,94,0,28
Illinois,2020-03-16,104,0,10
Illinois,2020-03-17,159,1,55
Illinois,2020-03-18,286,1,127
Illinois,2020-03-19,420,4,134
Illinois,2020-03-20,583,5,163
Illinois,2020-03-21,751,6,168
Illinois,2020-03-22,1047,9,296
Illinois,2020-03-23,1285,12,238
Illinois,2020-03-24,1535,16,250
Illinois,2020-03-25,1874,21,339
Illinois,2020-03-26,2538,26,664
Illinois,2020-03-27,3029,37,491
Illinois,2020-03-28,3547,50,518
Illinois,2020-03-29,4613,70,1066
Illinois,2020-03-30,5070,84,457
Illinois,2020-03-31,5992,107,922
Illinois,2020-04-01,6978,146,986
Illinois,2020-04-02,7695,165,717
Illinois,2020-04-03,8904,211,1209
Illinois,2020-04-04,10357,248,1453
Illinois,2020-04-05,11276,282,919
Illinois,2020-04-06,12262,309,986
Illinois,2020-04-07,13549,384,1287
Illinois,2020-04-08,15078,464,1529
Illinois,2020-04-09,16422,534,1344
Illinois,2020-04-10,17887,607,1465
Illinois,2020-04-11,19180,682,1293
Illinois,2020-04-12,20852,727,1672
Illinois,2020-04-13,22025,800,1173
Illinois,2020-04-14,23247,878,1222
Illinois,2020-04-15,24593,958,1346
Illinois,2020-04-16,25734,1081,1141
Illinois,2020-04-17,27575,1142,1841
Illinois,2020-04-18,29160,1272,1585
Illinois,2020-04-19,30357,1302,1197
Illinois,2020-04-20,31508,1359,1151
Illinois,2020-04-21,33059,1479,1551
Illinois,2020-04-22,35108,1577,2049
Illinois,2020-04-23,36935,1696,1827
Illinois,2020-04-24,39658,1804,2723
Illinois,2020-04-25,41777,1884,2119
Illinois,2020-04-26,43903,1943,2126
Illinois,2020-04-27,45883,1992,1980
Illinois,2020-04-28,48102,2132,2219
Illinois,2020-04-29,50355,2221,2253
Illinois,2020-04-30,52918,2361,2563
Illinois,2020-05-01,56055,2464,3137
Illinois,2020-05-02,58505,2576,2450
Illinois,2020-05-03,61499,2632,2994
Illinois,2020-05-04,63840,2673,2341
Illinois,2020-05-05,65889,2843,2049
Illinois,2020-05-06,68164,2977,2275
Illinois,2020-05-07,70802,3139,2638
Illinois,2020-05-08,73688,3262,2886
Illinois,2020-05-09,76008,3362,2320
Illinois,2020-05-10,77662,3426,1654
Illinois,2020-05-11,79123,3480,1461
Illinois,2020-05-12,83168,3617,4045
Illinois,2020-05-13,84874,3815,1706
Illinois,2020-05-14,88081,3945,3207
Illinois,2020-05-15,90529,4075,2448
Indiana,2020-03-06,1,0,1
Indiana,2020-03-07,1,0,0
Indiana,2020-03-08,2,0,1
Indiana,2020-03-09,4,0,2
Indiana,2020-03-10,6,0,2
Indiana,2020-03-11,11,0,5
Indiana,2020-03-12,12,0,1
Indiana,2020-03-13,12,0,0
Indiana,2020-03-14,15,0,3
Indiana,2020-03-15,19,0,4
Indiana,2020-03-16,24,1,5
Indiana,2020-03-17,30,2,6
Indiana,2020-03-18,39,2,9
Indiana,2020-03-19,56,2,17
Indiana,2020-03-20,79,3,23
Indiana,2020-03-21,126,4,47
Indiana,2020-03-22,201,6,75
Indiana,2020-03-23,259,7,58
Indiana,2020-03-24,366,12,107
Indiana,2020-03-25,479,14,113
Indiana,2020-03-26,656,18,177
Indiana,2020-03-27,982,26,326
Indiana,2020-03-28,1232,31,250
Indiana,2020-03-29,1514,32,282
Indiana,2020-03-30,1788,35,274
Indiana,2020-03-31,2159,50,371
Indiana,2020-04-01,2564,65,405
Indiana,2020-04-02,3040,78,476
Indiana,2020-04-03,3439,102,399
Indiana,2020-04-04,3955,116,516
Indiana,2020-04-05,4413,127,458
Indiana,2020-04-06,4956,141,543
Indiana,2020-04-07,5507,173,551
Indiana,2020-04-08,5943,203,436
Indiana,2020-04-09,6351,246,408
Indiana,2020-04-10,6907,300,556
Indiana,2020-04-11,7435,330,528
Indiana,2020-04-12,7928,343,493
Indiana,2020-04-13,8236,350,308
Indiana,2020-04-14,8527,387,291
Indiana,2020-04-15,8955,436,428
Indiana,2020-04-16,9542,477,587
Indiana,2020-04-17,10154,519,612
Indiana,2020-04-18,10641,545,487
Indiana,2020-04-19,11210,562,569
Indiana,2020-04-20,11686,569,476
Indiana,2020-04-21,12097,630,411
Indiana,2020-04-22,12438,661,341
Indiana,2020-04-23,13039,706,601
Indiana,2020-04-24,13680,741,641
Indiana,2020-04-25,14395,785,715
Indiana,2020-04-26,15012,813,617
Indiana,2020-04-27,16137,932,1125
Indiana,2020-04-28,16783,992,646
Indiana,2020-04-29,17409,1065,626
Indiana,2020-04-30,18099,1114,690
Indiana,2020-05-01,18941,1175,842
Indiana,2020-05-02,19629,1229,688
Indiana,2020-05-03,20267,1246,638
Indiana,2020-05-04,20855,1264,588
Indiana,2020-05-05,21423,1326,568
Indiana,2020-05-06,22286,1377,863
Indiana,2020-05-07,22942,1414,656
Indiana,2020-05-08,23620,1447,678
Indiana,2020-05-09,24239,1490,619
Indiana,2020-05-10,24633,1508,394
Indiana,2020-05-11,25134,1540,501
Indiana,2020-05-12,25676,1578,542
Indiana,2020-05-13,26044,1619,368
Indiana,2020-05-14,26627,1646,583
Indiana,2020-05-15,27281,1691,654
Iowa,2020-03-08,3,0,3
Iowa,2020-03-09,8,0,5
Iowa,2020-03-10,13,0,5
Iowa,2020-03-11,14,0,1
Iowa,2020-03-12,16,0,2
Iowa,2020-03-13,17,0,1
Iowa,2020-03-14,18,0,1
Iowa,2020-03-15,22,0,4
Iowa,2020-03-16,22,0,0
Iowa,2020-03-17,29,0,7
Iowa,2020-03-18,38,0,9
Iowa,2020-03-19,44,0,6
Iowa,2020-03-20,45,0,1
Iowa,2020-03-21,68,0,23
Iowa,2020-03-22,90,0,22
Iowa,2020-03-23,105,0,15
Iowa,2020-03-24,124,1,19
Iowa,2020-03-25,145,1,21
Iowa,2020-03-26,179,1,34
Iowa,2020-03-27,235,3,56
Iowa,2020-03-28,298,3,63
Iowa,2020-03-29,336,4,38
Iowa,2020-03-30,424,6,88
Iowa,2020-03-31,498,7,74
Iowa,2020-04-01,549,9,51
Iowa,2020-04-02,614,11,65
Iowa,2020-04-03,699,11,85
Iowa,2020-04-04,786,11,87
Iowa,2020-04-05,868,22,82
Iowa,2020-04-06,946,25,78
Iowa,2020-04-07,1048,26,102
Iowa,2020-04-08,1145,27,97
Iowa,2020-04-09,1270,27,125
Iowa,2020-04-10,1388,31,118
Iowa,2020-04-11,1510,34,122
Iowa,2020-04-12,1587,41,77
Iowa,2020-04-13,1710,44,123
Iowa,2020-04-14,1899,44,189
Iowa,2020-04-15,1995,53,96
Iowa,2020-04-16,2141,60,146
Iowa,2020-04-17,2332,64,191
Iowa,2020-04-18,2513,74,181
Iowa,2020-04-19,2915,75,402
Iowa,2020-04-20,3175,79,260
Iowa,2020-04-21,3641,83,466
Iowa,2020-04-22,3764,90,123
Iowa,2020-04-23,3939,96,175
Iowa,2020-04-24,4459,107,520
Iowa,2020-04-25,5109,112,650
Iowa,2020-04-26,5490,118,381
Iowa,2020-04-27,5868,127,378
Iowa,2020-04-28,6376,136,508
Iowa,2020-04-29,6843,148,467
Iowa,2020-04-30,7145,162,302
Iowa,2020-05-01,7883,170,738
Iowa,2020-05-02,8641,175,758
Iowa,2020-05-03,9169,184,528
Iowa,2020-05-04,9703,188,534
Iowa,2020-05-05,10111,207,408
Iowa,2020-05-06,10404,219,293
Iowa,2020-05-07,11059,231,655
Iowa,2020-05-08,11457,243,398
Iowa,2020-05-09,11671,252,214
Iowa,2020-05-10,11959,265,288
Iowa,2020-05-11,12373,271,414
Iowa,2020-05-12,12912,289,539
Iowa,2020-05-13,13289,306,377
Iowa,2020-05-14,13675,318,386
Iowa,2020-05-15,14049,336,374
Kansas,2020-03-07,1,0,1
Kansas,2020-03-08,1,0,0
Kansas,2020-03-09,1,0,0
Kansas,2020-03-10,1,0,0
Kansas,2020-03-11,1,0,0
Kansas,2020-03-12,5,1,4
Kansas,2020-03-13,6,1,1
Kansas,2020-03-14,8,1,2
Kansas,2020-03-15,9,1,1
Kansas,2020-03-16,11,1,2
Kansas,2020-03-17,17,1,6
Kansas,2020-03-18,22,1,5
Kansas,2020-03-19,35,1,13
Kansas,2020-03-20,49,1,14
Kansas,2020-03-21,57,2,8
Kansas,2020-03-22,66,2,9
Kansas,2020-03-23,82,2,16
Kansas,2020-03-24,99,3,17
Kansas,2020-03-25,132,3,33
Kansas,2020-03-26,171,3,39
Kansas,2020-03-27,212,4,41
Kansas,2020-03-28,271,6,59
Kansas,2020-03-29,332,7,61
Kansas,2020-03-30,373,9,41
Kansas,2020-03-31,434,10,61
Kansas,2020-04-01,488,11,54
Kansas,2020-04-02,554,14,66
Kansas,2020-04-03,624,19,70
Kansas,2020-04-04,701,21,77
Kansas,2020-04-05,763,23,62
Kansas,2020-04-06,853,25,90
Kansas,2020-04-07,905,30,52
Kansas,2020-04-08,1055,38,150
Kansas,2020-04-09,1116,42,61
Kansas,2020-04-10,1180,50,64
Kansas,2020-04-11,1282,55,102
Kansas,2020-04-12,1337,56,55
Kansas,2020-04-13,1382,63,45
Kansas,2020-04-14,1438,69,56
Kansas,2020-04-15,1501,76,63
Kansas,2020-04-16,1593,80,92
Kansas,2020-04-17,1730,84,137
Kansas,2020-04-18,1819,86,89
Kansas,2020-04-19,1897,94,78
Kansas,2020-04-20,2030,101,133
Kansas,2020-04-21,2114,107,84
Kansas,2020-04-22,2291,111,177
Kansas,2020-04-23,2625,112,334
Kansas,2020-04-24,2841,117,216
Kansas,2020-04-25,3090,119,249
Kansas,2020-04-26,3197,120,107
Kansas,2020-04-27,3406,126,209
Kansas,2020-04-28,3601,127,195
Kansas,2020-04-29,3811,132,210
Kansas,2020-04-30,4305,133,494
Kansas,2020-05-01,4510,136,205
Kansas,2020-05-02,4863,140,353
Kansas,2020-05-03,5177,142,314
Kansas,2020-05-04,5385,154,208
Kansas,2020-05-05,5627,160,242
Kansas,2020-05-06,5893,163,266
Kansas,2020-05-07,6240,164,347
Kansas,2020-05-08,6751,167,511
Kansas,2020-05-09,6923,172,172
Kansas,2020-05-10,7045,172,122
Kansas,2020-05-11,7161,174,116
Kansas,2020-05-12,7352,178,191
Kansas,2020-05-13,7552,179,200
Kansas,2020-05-14,7668,181,116
Kansas,2020-05-15,8007,187,339
Kentucky,2020-03-06,1,0,1
Kentucky,2020-03-07,1,0,0
Kentucky,2020-03-08,4,0,3
Kentucky,2020-03-09,5,0,1
Kentucky,2020-03-10,7,0,2
Kentucky,2020-03-11,7,0,0
Kentucky,2020-03-12,11,0,4
Kentucky,2020-03-13,11,0,0
Kentucky,2020-03-14,18,0,7
Kentucky,2020-03-15,21,0,3
Kentucky,2020-03-16,22,1,1
Kentucky,2020-03-17,26,1,4
Kentucky,2020-03-18,35,1,9
Kentucky,2020-03-19,47,2,12
Kentucky,2020-03-20,63,2,16
Kentucky,2020-03-21,84,3,21
Kentucky,2020-03-22,103,3,19
Kentucky,2020-03-23,124,3,21
Kentucky,2020-03-24,157,3,33
Kentucky,2020-03-25,198,5,41
Kentucky,2020-03-26,248,5,50
Kentucky,2020-03-27,302,8,54
Kentucky,2020-03-28,394,9,92
Kentucky,2020-03-29,439,9,45
Kentucky,2020-03-30,480,11,41
Kentucky,2020-03-31,590,18,110
Kentucky,2020-04-01,674,20,84
Kentucky,2020-04-02,747,34,73
Kentucky,2020-04-03,762,34,15
Kentucky,2020-04-04,909,40,147
Kentucky,2020-04-05,1048,44,139
Kentucky,2020-04-06,1057,52,9
Kentucky,2020-04-07,1289,66,232
Kentucky,2020-04-08,1393,73,104
Kentucky,2020-04-09,1525,84,132
Kentucky,2020-04-10,1702,90,177
Kentucky,2020-04-11,1851,94,149
Kentucky,2020-04-12,1963,98,112
Kentucky,2020-04-13,2048,106,85
Kentucky,2020-04-14,2210,115,162
Kentucky,2020-04-15,2295,124,85
Kentucky,2020-04-16,2429,131,134
Kentucky,2020-04-17,2522,140,93
Kentucky,2020-04-18,2707,145,185
Kentucky,2020-04-19,2960,149,253
Kentucky,2020-04-20,3050,155,90
Kentucky,2020-04-21,3193,172,143
Kentucky,2020-04-22,3373,185,180
Kentucky,2020-04-23,3548,194,175
Kentucky,2020-04-24,3779,203,231
Kentucky,2020-04-25,3905,208,126
Kentucky,2020-04-26,4074,211,169
Kentucky,2020-04-27,4146,216,72
Kentucky,2020-04-28,4375,231,229
Kentucky,2020-04-29,4538,235,163
Kentucky,2020-04-30,4708,240,170
Kentucky,2020-05-01,4879,248,171
Kentucky,2020-05-02,4881,252,2
Kentucky,2020-05-03,5223,256,342
Kentucky,2020-05-04,5370,267,147
Kentucky,2020-05-05,5822,278,452
Kentucky,2020-05-06,5946,286,124
Kentucky,2020-05-07,6173,302,227
Kentucky,2020-05-08,6298,304,125
Kentucky,2020-05-09,6469,312,171
Kentucky,2020-05-10,6486,312,17
Kentucky,2020-05-11,6710,325,224
Kentucky,2020-05-12,7003,333,293
Kentucky,2020-05-13,7102,334,99
Kentucky,2020-05-14,7397,341,295
Kentucky,2020-05-15,7578,343,181
Louisiana,2020-03-09,1,0,1
Louisiana,2020-03-10,6,0,5
Louisiana,2020-03-11,13,0,7
Louisiana,2020-03-12,14,0,1
Louisiana,2020-03-13,36,0,22
Louisiana,2020-03-14,77,1,41
Louisiana,2020-03-15,103,2,26
Louisiana,2020-03-16,137,3,34
Louisiana,2020-03-17,196,5,59
Louisiana,2020-03-18,280,7,84
Louisiana,2020-03-19,392,10,112
Louisiana,2020-03-20,537,10,145
Louisiana,2020-03-21,763,16,226
Louisiana,2020-03-22,837,20,74
Louisiana,2020-03-23,1172,34,335
Louisiana,2020-03-24,1388,46,216
Louisiana,2020-03-25,1795,65,407
Louisiana,2020-03-26,2305,83,510
Louisiana,2020-03-27,2746,119,441
Louisiana,2020-03-28,3315,137,569
Louisiana,2020-03-29,3539,152,224
Louisiana,2020-03-30,4024,186,485
Louisiana,2020-03-31,5237,240,1213
Louisiana,2020-04-01,6424,273,1187
Louisiana,2020-04-02,9152,310,2728
Louisiana,2020-04-03,10299,370,1147
Louisiana,2020-04-04,12500,412,2201
Louisiana,2020-04-05,13014,477,514
Louisiana,2020-04-06,14867,512,1853
Louisiana,2020-04-07,16284,582,1417
Louisiana,2020-04-08,17030,652,746
Louisiana,2020-04-09,18283,702,1253
Louisiana,2020-04-10,19253,755,970
Louisiana,2020-04-11,20014,806,761
Louisiana,2020-04-12,20595,840,581
Louisiana,2020-04-13,21016,884,421
Louisiana,2020-04-14,21518,1013,502
Louisiana,2020-04-15,21951,1103,433
Louisiana,2020-04-16,22532,1156,581
Louisiana,2020-04-17,23118,1213,586
Louisiana,2020-04-18,23580,1267,462
Louisiana,2020-04-19,23928,1296,348
Louisiana,2020-04-20,24523,1328,595
Louisiana,2020-04-21,24854,1405,331
Louisiana,2020-04-22,25258,1473,404
Louisiana,2020-04-23,25739,1540,481
Louisiana,2020-04-24,26140,1601,401
Louisiana,2020-04-25,26512,1644,372
Louisiana,2020-04-26,26773,1670,261
Louisiana,2020-04-27,27068,1697,295
Louisiana,2020-04-28,27286,1758,218
Louisiana,2020-04-29,27660,1802,374
Louisiana,2020-04-30,28001,1862,341
Louisiana,2020-05-01,28711,1927,710
