state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Hawaii,2020-05-03,-50,-23,-50,-72,-42,13
Hawaii,2020-05-04,-46,-23,-56,-63,-43,19
Hawaii,2020-05-05,-43,-16,-54,-64,-44,20
Hawaii,2020-05-06,-47,-24,-49,-64,-44,20
Hawaii,2020-05-07,-47,-23,-54,-66,-43,20
Hawaii,2020-05-08,-46,-20,-52,-63,-42,21
Hawaii,2020-05-09,-46,-15,-44,-67,-38,13
Idaho,2020-02-15,3,3,7,0,-1,0
Idaho,2020-02-16,11,3,14,0,-1,0
Idaho,2020-02-17,10,4,44,0,-25,3
Idaho,2020-02-18,1,3,20,9,1,0
Idaho,2020-02-19,2,3,12,7,2,0
Idaho,2020-02-20,5,3,16,7,2,0
Idaho,2020-02-21,4,2,22,7,3,-1
Idaho,2020-02-22,6,6,40,9,2,-1
Idaho,2020-02-23,12,7,44,9,2,-1
Idaho,2020-02-24,5,5,18,4,9,-2
Idaho,2020-02-25,6,5,30,9,2,-1
Idaho,2020-02-26,9,8,24,7,3,-1
Idaho,2020-02-27,10,8,47,10,3,-1
Idaho,2020-02-28,10,7,46,9,1,-2
Idaho,2020-02-29,10,9,14,11,3,-2
Idaho,2020-03-01,21,15,53,16,4,-2
Idaho,2020-03-02,9,11,22,3,9,-3
Idaho,2020-03-03,11,15,43,7,3,-1
Idaho,2020-03-04,9,13,34,7,4,-1
Idaho,2020-03-05,10,14,55,13,2,-1
Idaho,2020-03-06,7,8,41,8,2,-1
Idaho,2020-03-07,8,9,2,11,2,-1
Idaho,2020-03-08,17,14,66,14,3,-1
Idaho,2020-03-09,6,11,38,5,9,-3
Idaho,2020-03-10,9,14,65,11,2,-1
Idaho,2020-03-11,8,13,60,6,3,-1
Idaho,2020-03-12,9,23,54,7,1,-1
Idaho,2020-03-13,6,33,33,2,0,0
Idaho,2020-03-14,-6,26,-11,-2,-1,3
Idaho,2020-03-15,2,26,28,2,-8,3
Idaho,2020-03-16,2,31,65,-2,-4,1
Idaho,2020-03-17,-7,22,56,-2,-19,7
Idaho,2020-03-18,-12,17,48,-6,-23,9
Idaho,2020-03-19,-15,13,93,-9,-27,10
Idaho,2020-03-20,-21,12,69,-16,-28,10
Idaho,2020-03-21,-29,5,76,-10,-18,7
Idaho,2020-03-22,-22,1,140,-11,-27,5
Idaho,2020-03-23,-24,1,46,-20,-30,9
Idaho,2020-03-24,-26,0,40,-14,-36,13
Idaho,2020-03-25,-27,7,10,-19,-38,14
Idaho,2020-03-26,-40,-10,24,-26,-44,17
Idaho,2020-03-27,-43,-14,11,-33,-43,18
Idaho,2020-03-28,-47,-17,13,-29,-31,12
Idaho,2020-03-29,-42,-18,25,-34,-38,10
Idaho,2020-03-30,-38,-14,11,-31,-40,14
Idaho,2020-03-31,-38,-12,-2,-28,-45,18
Idaho,2020-04-01,-35,-8,13,-28,-45,17
Idaho,2020-04-02,-38,-10,29,-31,-46,18
Idaho,2020-04-03,-39,-9,20,-33,-45,18
Idaho,2020-04-04,-46,-13,24,-30,-34,12
Idaho,2020-04-05,-40,-14,30,-36,-39,10
Idaho,2020-04-06,-34,-9,48,-31,-41,13
Idaho,2020-04-07,-33,-6,89,-25,-46,16
Idaho,2020-04-08,-32,-6,92,-25,-46,15
Idaho,2020-04-09,-32,-4,110,-29,-46,16
Idaho,2020-04-10,-35,-3,86,-30,-46,16
Idaho,2020-04-11,-40,0,12,-35,-34,11
Idaho,2020-04-12,-51,-20,50,-40,-42,8
Idaho,2020-04-13,-33,-12,52,-32,-39,13
Idaho,2020-04-14,-32,-10,55,-27,-43,16
Idaho,2020-04-15,-25,-4,17,-30,-43,16
Idaho,2020-04-16,-26,-4,68,-31,-43,16
Idaho,2020-04-17,-30,-6,79,-29,-42,15
Idaho,2020-04-18,-33,-6,73,-22,-29,8
Idaho,2020-04-19,-21,-2,138,-26,-34,6
Idaho,2020-04-20,-21,-4,110,-23,-37,11
Idaho,2020-04-21,-23,-1,109,-21,-42,14
Idaho,2020-04-22,-25,-3,52,-22,-41,15
Idaho,2020-04-23,-29,-6,30,-25,-42,16
Idaho,2020-04-24,-30,-6,68,-24,-41,14
Idaho,2020-04-25,-31,-3,71,-18,-27,8
Idaho,2020-04-26,-18,3,164,-19,-33,5
Idaho,2020-04-27,-21,-2,63,-21,-36,11
Idaho,2020-04-28,-19,3,129,-15,-41,4
Idaho,2020-04-29,-20,2,107,-16,-41,13
Idaho,2020-04-30,-22,-2,56,-19,-41,14
Idaho,2020-05-01,-18,2,108,-15,-38,11
Idaho,2020-05-02,-23,2,107,-8,-23,5
Idaho,2020-05-03,-11,5,121,-14,-29,4
Idaho,2020-05-04,-10,4,121,-14,-31,8
Idaho,2020-05-05,-10,10,134,-8,-36,11
Idaho,2020-05-06,-17,2,43,-13,-36,13
Idaho,2020-05-07,-14,8,122,-11,-36,11
Idaho,2020-05-08,-17,12,133,-10,-35,10
Idaho,2020-05-09,-17,26,,-2,-21,3
Illinois,2020-02-15,4,3,10,3,3,-1
Illinois,2020-02-16,8,2,29,3,2,-1
Illinois,2020-02-17,2,-3,-14,-13,-23,6
Illinois,2020-02-18,1,-1,5,2,1,0
Illinois,2020-02-19,1,-1,3,2,1,0
Illinois,2020-02-20,0,0,0,0,2,0
Illinois,2020-02-21,2,0,5,5,2,-1
Illinois,2020-02-22,11,9,57,10,7,-2
Illinois,2020-02-23,11,9,104,7,4,-2
Illinois,2020-02-24,1,6,-2,0,2,0
Illinois,2020-02-25,-1,-1,-3,-3,1,1
Illinois,2020-02-26,0,-1,-3,-1,-1,1
Illinois,2020-02-27,6,4,4,2,2,0
Illinois,2020-02-28,6,4,5,7,0,-1
Illinois,2020-02-29,14,11,26,10,6,-3
Illinois,2020-03-01,17,15,118,12,4,-3
Illinois,2020-03-02,8,8,20,0,-1,0
Illinois,2020-03-03,10,10,21,2,2,-1
Illinois,2020-03-04,9,10,28,4,2,-1
Illinois,2020-03-05,7,8,21,2,3,-1
Illinois,2020-03-06,6,5,17,4,2,-1
Illinois,2020-03-07,14,14,75,13,7,-3
Illinois,2020-03-08,15,14,165,10,3,-2
Illinois,2020-03-09,-1,3,-5,-5,0,1
Illinois,2020-03-10,7,10,20,-2,0,0
Illinois,2020-03-11,6,13,15,-2,-1,0
Illinois,2020-03-12,7,32,19,-5,-1,1
Illinois,2020-03-13,5,43,19,-6,-4,1
Illinois,2020-03-14,-7,31,-13,-8,0,3
Illinois,2020-03-15,-8,25,25,-13,-5,3
Illinois,2020-03-16,-10,30,-19,-27,-19,8
Illinois,2020-03-17,-23,17,44,-30,-31,12
Illinois,2020-03-18,-34,8,-34,-39,-35,16
Illinois,2020-03-19,-34,16,-31,-43,-37,17
Illinois,2020-03-20,-33,26,-28,-41,-38,17
Illinois,2020-03-21,-46,3,-22,-39,-25,13
Illinois,2020-03-22,-63,-34,-39,-54,-38,14
Illinois,2020-03-23,-50,-21,-29,-55,-50,21
Illinois,2020-03-24,-47,-17,-11,-53,-50,22
Illinois,2020-03-25,-43,-13,29,-50,-50,21
Illinois,2020-03-26,-47,-15,-28,-55,-50,22
Illinois,2020-03-27,-48,-14,-27,-53,-50,23
Illinois,2020-03-28,-53,-17,-35,-50,-35,15
Illinois,2020-03-29,-53,-24,-29,-55,-39,13
Illinois,2020-03-30,-43,-15,-5,-54,-50,20
Illinois,2020-03-31,-44,-15,-30,-54,-52,22
Illinois,2020-04-01,-41,-7,4,-50,-52,21
Illinois,2020-04-02,-42,-8,15,-52,-52,22
Illinois,2020-04-03,-43,-7,13,-49,-51,22
Illinois,2020-04-04,-51,-10,-23,-49,-36,15
Illinois,2020-04-05,-50,-16,24,-52,-39,12
Illinois,2020-04-06,-44,-14,-4,-54,-52,20
Illinois,2020-04-07,-41,-10,35,-50,-53,21
Illinois,2020-04-08,-44,-13,-5,-53,-53,22
Illinois,2020-04-09,-44,-8,-26,-55,-53,23
Illinois,2020-04-10,-44,-3,-5,-53,-58,24
Illinois,2020-04-11,-46,-1,10,-46,-38,14
Illinois,2020-04-12,-64,-34,5,-55,-45,13
Illinois,2020-04-13,-46,-19,-31,-56,-52,21
Illinois,2020-04-14,-45,-18,-28,-54,-52,22
Illinois,2020-04-15,-41,-13,-33,-53,-52,22
Illinois,2020-04-16,-40,-8,-16,-52,-51,22
Illinois,2020-04-17,-47,-18,-41,-55,-51,24
Illinois,2020-04-18,-42,-7,21,-40,-32,13
Illinois,2020-04-19,-43,-16,53,-48,-36,11
Illinois,2020-04-20,-37,-14,13,-51,-50,19
Illinois,2020-04-21,-38,-12,0,-51,-51,20
Illinois,2020-04-22,-40,-12,-10,-51,-51,21
Illinois,2020-04-23,-41,-10,-12,-52,-50,22
Illinois,2020-04-24,-42,-13,-12,-50,-50,22
Illinois,2020-04-25,-48,-14,-43,-48,-34,15
Illinois,2020-04-26,-39,-11,70,-43,-35,10
Illinois,2020-04-27,-37,-13,-5,-51,-49,20
Illinois,2020-04-28,-36,-11,10,-49,-50,14
Illinois,2020-04-29,-41,-15,-48,-54,-51,22
Illinois,2020-04-30,-35,-3,-4,-49,-50,21
Illinois,2020-05-01,-34,-5,33,-42,-48,19
Illinois,2020-05-02,-35,-2,85,-28,-28,9
Illinois,2020-05-03,-35,-9,85,-39,-31,9
Illinois,2020-05-04,-33,-9,-6,-49,-48,18
Illinois,2020-05-05,-34,-6,-28,-51,-49,20
Illinois,2020-05-06,-32,-4,30,-44,-48,19
Illinois,2020-05-07,-32,-1,35,-45,-48,19
Illinois,2020-05-08,-36,-3,-2,-45,-47,20
Illinois,2020-05-09,-32,13,54,-30,-26,9
Indiana,2020-02-15,9,4,16,7,0,-1
Indiana,2020-02-16,8,3,34,5,1,-1
Indiana,2020-02-17,5,-3,-4,2,-13,4
Indiana,2020-02-18,1,-1,3,4,2,0
Indiana,2020-02-19,4,0,9,5,2,0
Indiana,2020-02-20,3,-1,1,5,1,0
Indiana,2020-02-21,4,-2,12,6,2,-1
Indiana,2020-02-22,13,7,69,12,4,-2
Indiana,2020-02-23,9,6,83,8,3,-1
Indiana,2020-02-24,1,-2,-8,1,2,1
Indiana,2020-02-25,2,2,-4,3,2,0
Indiana,2020-02-26,1,-3,-7,2,-1,2
Indiana,2020-02-27,7,3,0,6,-1,1
Indiana,2020-02-28,8,2,8,9,1,-1
Indiana,2020-02-29,18,11,27,16,2,-3
Indiana,2020-03-01,18,12,88,14,4,-2
Indiana,2020-03-02,9,4,7,5,2,0
Indiana,2020-03-03,14,11,35,9,2,-1
Indiana,2020-03-04,14,7,42,8,2,-1
Indiana,2020-03-05,12,9,43,8,2,-1
Indiana,2020-03-06,5,0,10,8,1,0
Indiana,2020-03-07,18,13,85,19,5,-3
Indiana,2020-03-08,15,12,161,17,3,-2
Indiana,2020-03-09,7,6,24,5,1,0
Indiana,2020-03-10,6,6,15,5,0,0
Indiana,2020-03-11,8,9,22,6,0,0
Indiana,2020-03-12,7,23,32,5,-1,1
Indiana,2020-03-13,5,27,37,5,-4,1
Indiana,2020-03-14,-7,15,1,1,-1,3
Indiana,2020-03-15,-7,12,37,0,-5,2
Indiana,2020-03-16,-5,26,4,-3,-14,6
Indiana,2020-03-17,-21,16,52,-3,-21,8
Indiana,2020-03-18,-27,7,-10,-9,-25,12
Indiana,2020-03-19,-28,15,-4,-13,-27,13
Indiana,2020-03-20,-30,9,19,-15,-30,14
Indiana,2020-03-21,-39,3,10,-13,-22,10
Indiana,2020-03-22,-46,-15,-5,-26,-29,9
Indiana,2020-03-23,-30,3,6,-21,-35,14
Indiana,2020-03-24,-34,-2,11,-19,-39,16
Indiana,2020-03-25,-45,-20,61,-23,-45,19
Indiana,2020-03-26,-43,-18,38,-27,-46,20
Indiana,2020-03-27,-45,-20,14,-32,-46,22
Indiana,2020-03-28,-49,-21,29,-31,-35,13
Indiana,2020-03-29,-48,-25,24,-34,-36,11
Indiana,2020-03-30,-38,-17,25,-27,-45,18
Indiana,2020-03-31,-41,-17,0,-25,-47,19
Indiana,2020-04-01,-37,-12,24,-24,-48,19
Indiana,2020-04-02,-36,-9,80,-26,-48,19
Indiana,2020-04-03,-36,-9,89,-27,-48,20
Indiana,2020-04-04,-45,-13,41,-31,-36,13
Indiana,2020-04-05,-45,-17,54,-35,-37,10
Indiana,2020-04-06,-36,-13,59,-27,-47,18
Indiana,2020-04-07,-35,-9,88,-22,-48,18
Indiana,2020-04-08,-35,-11,77,-24,-48,18
Indiana,2020-04-09,-37,-9,11,-28,-49,20
Indiana,2020-04-10,-39,-10,24,-34,-55,23
Indiana,2020-04-11,-40,-2,70,-29,-36,12
Indiana,2020-04-12,-62,-37,10,-41,-43,11
Indiana,2020-04-13,-39,-17,-10,-31,-47,19
Indiana,2020-04-14,-37,-14,13,-25,-46,19
Indiana,2020-04-15,-30,-8,-2,-25,-47,19
Indiana,2020-04-16,-31,-6,23,-26,-46,19
Indiana,2020-04-17,-41,-19,-19,-35,-47,23
Indiana,2020-04-18,-35,-6,78,-22,-31,11
Indiana,2020-04-19,-36,-14,64,-31,-34,9
Indiana,2020-04-20,-25,-9,66,-22,-44,16
Indiana,2020-04-21,-27,-7,42,-21,-45,17
Indiana,2020-04-22,-28,-8,71,-21,-46,17
Indiana,2020-04-23,-34,-10,1,-28,-46,20
Indiana,2020-04-24,-32,-11,80,-24,-45,18
Indiana,2020-04-25,-36,-9,44,-24,-32,11
Indiana,2020-04-26,-33,-9,63,-25,-34,9
Indiana,2020-04-27,-21,-6,71,-19,-43,16
Indiana,2020-04-28,-22,-2,100,-16,-44,10
Indiana,2020-04-29,-27,-7,5,-22,-44,19
Indiana,2020-04-30,-27,-3,4,-22,-44,19
Indiana,2020-05-01,-23,-1,106,-16,-43,16
Indiana,2020-05-02,-24,5,204,-3,-28,6
Indiana,2020-05-03,-25,-3,103,-19,-30,7
Indiana,2020-05-04,-15,-1,67,-16,-39,14
Indiana,2020-05-05,-21,1,8,-18,-40,16
Indiana,2020-05-06,-17,2,75,-13,-40,15
Indiana,2020-05-07,-19,4,97,-14,-40,15
Indiana,2020-05-08,-25,-1,32,-18,-40,17
Indiana,2020-05-09,-20,17,109,-4,-24,7
Iowa,2020-02-15,8,13,24,0,3,-1
Iowa,2020-02-16,10,18,16,-4,2,-1
Iowa,2020-02-17,-2,5,-8,-7,-8,4
Iowa,2020-02-18,-3,6,5,-1,1,0
Iowa,2020-02-19,-3,6,-2,0,3,0
Iowa,2020-02-20,-1,5,0,-2,1,1
Iowa,2020-02-21,9,6,13,4,3,-3
Iowa,2020-02-22,10,14,51,3,5,-2
Iowa,2020-02-23,14,22,83,3,5,-2
Iowa,2020-02-24,1,11,8,-3,4,0
Iowa,2020-02-25,-2,3,7,-4,1,1
Iowa,2020-02-26,7,10,6,5,4,-1
Iowa,2020-02-27,5,3,13,0,2,0
Iowa,2020-02-28,11,11,15,6,5,-3
Iowa,2020-02-29,14,18,48,9,4,-3
Iowa,2020-03-01,20,29,110,7,5,-3
Iowa,2020-03-02,6,13,19,-3,4,0
Iowa,2020-03-03,8,15,36,-1,2,-1
Iowa,2020-03-04,9,17,52,5,4,-1
Iowa,2020-03-05,3,6,12,3,3,0
Iowa,2020-03-06,13,15,47,14,6,-4
Iowa,2020-03-07,13,22,83,18,6,-3
Iowa,2020-03-08,18,28,140,17,5,-3
Iowa,2020-03-09,-1,10,-5,0,3,1
Iowa,2020-03-10,5,16,36,6,1,0
Iowa,2020-03-11,8,22,50,9,4,-1
Iowa,2020-03-12,5,22,31,5,0,0
Iowa,2020-03-13,10,33,39,11,0,-2
Iowa,2020-03-14,-7,18,-16,-1,1,3
Iowa,2020-03-15,0,30,18,1,-2,1
Iowa,2020-03-16,-3,48,15,-5,-15,5
Iowa,2020-03-17,-21,34,65,-2,-23,8
Iowa,2020-03-18,-32,17,1,-4,-26,12
Iowa,2020-03-19,-37,4,-7,-15,-29,15
Iowa,2020-03-20,-35,10,-5,-16,-29,13
Iowa,2020-03-21,-44,6,22,-14,-17,10
Iowa,2020-03-22,-46,-7,-13,-24,-25,9
Iowa,2020-03-23,-39,-2,21,-19,-32,15
Iowa,2020-03-24,-41,-5,53,-17,-36,16
Iowa,2020-03-25,-39,-3,48,-15,-35,16
Iowa,2020-03-26,-40,-10,54,-20,-37,17
Iowa,2020-03-27,-40,-5,26,-21,-35,16
Iowa,2020-03-28,-48,-8,8,-27,-23,13
Iowa,2020-03-29,-43,-10,41,-28,-29,10
Iowa,2020-03-30,-34,-4,145,-18,-37,14
Iowa,2020-03-31,-37,-3,100,-17,-40,16
Iowa,2020-04-01,-34,4,93,-13,-39,15
Iowa,2020-04-02,-39,-5,62,-22,-40,18
Iowa,2020-04-03,-41,-2,-7,-26,-39,18
Iowa,2020-04-04,-45,4,45,-23,-25,12
Iowa,2020-04-05,-39,1,134,-28,-29,8
Iowa,2020-04-06,-39,-2,52,-24,-39,16
Iowa,2020-04-07,-38,-1,154,-18,-42,15
Iowa,2020-04-08,-39,-1,59,-16,-41,16
Iowa,2020-04-09,-42,-6,15,-23,-43,19
Iowa,2020-04-10,-36,5,74,-22,-46,17
Iowa,2020-04-11,-44,7,40,-28,-28,12
Iowa,2020-04-12,-67,-34,-20,-47,-40,12
Iowa,2020-04-13,-40,-8,8,-31,-40,18
Iowa,2020-04-14,-41,-7,19,-27,-41,18
Iowa,2020-04-15,-32,3,22,-21,-39,17
Iowa,2020-04-16,-37,-4,23,-28,-40,19
Iowa,2020-04-17,-36,-3,27,-26,-39,17
Iowa,2020-04-18,-38,4,84,-22,-23,10
Iowa,2020-04-19,-31,2,135,-29,-27,7
Iowa,2020-04-20,-31,-2,77,-24,-39,15
Iowa,2020-04-21,-32,1,107,-18,-41,16
Iowa,2020-04-22,-31,3,115,-15,-40,15
Iowa,2020-04-23,-32,-4,124,-19,-41,16
Iowa,2020-04-24,-32,1,61,-19,-39,16
Iowa,2020-04-25,-35,6,115,-18,-22,9
Iowa,2020-04-26,-26,8,195,-22,-27,6
Iowa,2020-04-27,-25,3,128,-16,-39,14
Iowa,2020-04-28,-29,2,73,-17,-41,11
Iowa,2020-04-29,-29,5,40,-14,-40,16
Iowa,2020-04-30,-25,5,154,-12,-40,15
Iowa,2020-05-01,-21,15,150,-9,-38,12
Iowa,2020-05-02,-28,16,152,-11,-21,7
Iowa,2020-05-03,-18,20,212,-16,-23,4
Iowa,2020-05-04,-23,10,54,-17,-37,15
Iowa,2020-05-05,-27,14,13,-18,-39,17
Iowa,2020-05-06,-24,18,104,-9,-37,14
Iowa,2020-05-07,-26,8,103,-14,-38,15
Iowa,2020-05-08,-21,17,104,-9,-36,13
Iowa,2020-05-09,-25,27,133,-8,-18,7
Kansas,2020-02-15,4,0,9,2,2,0
Kansas,2020-02-16,15,3,23,6,1,-1
Kansas,2020-02-17,7,0,55,2,-15,3
Kansas,2020-02-18,3,-1,18,0,0,0
Kansas,2020-02-19,4,3,8,4,4,-1
Kansas,2020-02-20,-2,-7,-3,-2,-1,1
Kansas,2020-02-21,9,-4,22,4,7,-3
Kansas,2020-02-22,5,1,56,6,4,-1
Kansas,2020-02-23,13,2,19,1,2,0
Kansas,2020-02-24,0,-2,-8,-4,5,0
Kansas,2020-02-25,2,-4,1,-5,1,1
Kansas,2020-02-26,12,7,12,5,4,-2
Kansas,2020-02-27,8,0,19,4,2,-1
Kansas,2020-02-28,17,3,62,15,8,-5
Kansas,2020-02-29,11,9,116,12,5,-3
Kansas,2020-03-01,24,13,90,17,4,-2
Kansas,2020-03-02,8,5,35,2,6,-2
Kansas,2020-03-03,14,9,80,9,3,-2
Kansas,2020-03-04,13,11,65,12,5,-3
Kansas,2020-03-05,9,4,53,9,2,-1
Kansas,2020-03-06,15,3,87,16,7,-5
Kansas,2020-03-07,10,7,101,18,6,-3
Kansas,2020-03-08,19,9,47,18,2,-1
Kansas,2020-03-09,2,2,-8,0,0,1
Kansas,2020-03-10,9,6,50,5,-2,0
Kansas,2020-03-11,15,15,112,16,-1,-2
Kansas,2020-03-12,10,22,65,11,-4,0
Kansas,2020-03-13,8,26,22,11,-6,0
Kansas,2020-03-14,-11,16,-19,3,-1,3
Kansas,2020-03-15,-6,10,-28,5,-6,3
Kansas,2020-03-16,-7,21,-6,-3,-18,7
Kansas,2020-03-17,-13,22,26,-3,-24,9
Kansas,2020-03-18,-16,24,62,0,-26,9
Kansas,2020-03-19,-23,14,94,-8,-30,12
Kansas,2020-03-20,-24,15,20,-9,-27,11
Kansas,2020-03-21,-38,6,35,-9,-15,9
Kansas,2020-03-22,-35,0,-33,-17,-24,9
Kansas,2020-03-23,-28,4,30,-16,-31,13
Kansas,2020-03-24,-36,-7,46,-16,-38,17
Kansas,2020-03-25,-34,-4,117,-12,-39,15
Kansas,2020-03-26,-40,-14,81,-19,-42,18
Kansas,2020-03-27,-37,-13,62,-21,-38,15
Kansas,2020-03-28,-45,-12,50,-26,-25,12
Kansas,2020-03-29,-36,-14,72,-20,-30,9
Kansas,2020-03-30,-41,-19,42,-26,-42,17
Kansas,2020-03-31,-35,-12,84,-20,-45,17
Kansas,2020-04-01,-33,-5,84,-18,-44,16
Kansas,2020-04-02,-41,-12,38,-24,-46,19
Kansas,2020-04-03,-42,-14,-15,-28,-43,19
Kansas,2020-04-04,-50,-13,5,-30,-30,14
Kansas,2020-04-05,-43,-18,25,-30,-34,10
Kansas,2020-04-06,-40,-14,52,-26,-44,17
Kansas,2020-04-07,-35,-12,126,-20,-46,17
Kansas,2020-04-08,-33,-6,108,-17,-46,16
Kansas,2020-04-09,-38,-11,57,-24,-47,19
Kansas,2020-04-10,-33,-9,74,-23,-47,17
Kansas,2020-04-11,-41,-3,97,-23,-31,11
Kansas,2020-04-12,-61,-42,-47,-42,-42,12
Kansas,2020-04-13,-40,-17,5,-30,-44,18
Kansas,2020-04-14,-37,-16,36,-26,-45,19
Kansas,2020-04-15,-26,-3,79,-19,-44,16
Kansas,2020-04-16,-36,-14,11,-28,-46,20
Kansas,2020-04-17,-34,-15,26,-27,-41,17
Kansas,2020-04-18,-39,-12,93,-22,-26,11
Kansas,2020-04-19,-30,-15,72,-23,-31,8
Kansas,2020-04-20,-30,-13,85,-24,-42,15
Kansas,2020-04-21,-27,-10,132,-20,-44,16
Kansas,2020-04-22,-33,-7,15,-26,-44,18
Kansas,2020-04-23,-31,-9,121,-22,-44,17
Kansas,2020-04-24,-34,-15,26,-26,-41,17
Kansas,2020-04-25,-35,-6,137,-16,-25,9
Kansas,2020-04-26,-25,-10,102,-16,-30,7
Kansas,2020-04-27,-25,-7,91,-19,-40,15
Kansas,2020-04-28,-26,-6,73,-18,-44,11
Kansas,2020-04-29,-24,0,74,-14,-42,15
Kansas,2020-04-30,-24,-4,136,-13,-43,16
Kansas,2020-05-01,-20,-2,163,-9,-39,12
Kansas,2020-05-02,-30,-1,176,-7,-23,7
Kansas,2020-05-03,-19,-2,102,-9,-26,6
Kansas,2020-05-04,-26,-7,24,-20,-38,15
Kansas,2020-05-05,-14,5,109,-9,-39,14
Kansas,2020-05-06,-18,5,114,-7,-38,13
Kansas,2020-05-07,-27,-4,33,-16,-40,17
Kansas,2020-05-08,-17,2,116,-7,-35,11
Kansas,2020-05-09,-26,12,133,-6,-19,6
Kentucky,2020-02-15,8,4,37,9,1,-1
Kentucky,2020-02-16,3,0,25,3,0,0
Kentucky,2020-02-17,3,-2,24,3,-12,4
Kentucky,2020-02-18,-3,-3,-7,0,2,1
Kentucky,2020-02-19,2,1,14,3,2,0
Kentucky,2020-02-20,0,-1,-4,2,1,0
Kentucky,2020-02-21,2,2,12,3,2,0
Kentucky,2020-02-22,9,9,68,10,5,-2
Kentucky,2020-02-23,4,5,43,6,2,-1
Kentucky,2020-02-24,-2,-1,-20,-3,2,2
Kentucky,2020-02-25,5,5,4,4,3,0
Kentucky,2020-02-26,9,7,-6,3,2,0
Kentucky,2020-02-27,9,6,-2,2,-1,0
Kentucky,2020-02-28,10,9,12,3,2,-1
Kentucky,2020-02-29,17,13,36,13,3,-2
Kentucky,2020-03-01,18,16,101,13,3,-2
Kentucky,2020-03-02,8,6,-7,-1,2,1
Kentucky,2020-03-03,16,16,35,6,3,-1
Kentucky,2020-03-04,13,13,49,6,2,-1
Kentucky,2020-03-05,12,12,49,5,2,-2
Kentucky,2020-03-06,5,5,12,2,1,0
Kentucky,2020-03-07,15,16,85,15,4,-2
Kentucky,2020-03-08,13,13,136,11,1,-2
Kentucky,2020-03-09,8,11,39,2,1,0
Kentucky,2020-03-10,6,10,14,1,0,1
Kentucky,2020-03-11,9,17,42,3,0,0
Kentucky,2020-03-12,2,21,13,-1,-2,1
Kentucky,2020-03-13,3,27,39,-1,-4,2
Kentucky,2020-03-14,-8,16,-4,-1,-2,3
Kentucky,2020-03-15,-11,12,9,-3,-8,3
Kentucky,2020-03-16,-8,24,-1,-9,-14,7
Kentucky,2020-03-17,-19,17,33,-6,-19,8
Kentucky,2020-03-18,-24,13,-5,-11,-23,10
Kentucky,2020-03-19,-28,12,2,-16,-26,11
Kentucky,2020-03-20,-29,7,51,-19,-29,13
Kentucky,2020-03-21,-38,2,17,-16,-22,9
Kentucky,2020-03-22,-40,-9,17,-28,-29,9
Kentucky,2020-03-23,-30,-3,20,-26,-34,14
Kentucky,2020-03-24,-39,-11,1,-25,-38,16
Kentucky,2020-03-25,-33,-5,69,-23,-40,15
Kentucky,2020-03-26,-33,-6,84,-27,-41,15
Kentucky,2020-03-27,-36,-9,65,-32,-42,18
Kentucky,2020-03-28,-38,-6,100,-28,-29,9
Kentucky,2020-03-29,-37,-11,68,-34,-34,9
Kentucky,2020-03-30,-33,-10,32,-31,-43,16
Kentucky,2020-03-31,-37,-11,-10,-29,-45,18
Kentucky,2020-04-01,-32,-1,13,-27,-46,17
Kentucky,2020-04-02,-33,-3,42,-30,-46,17
Kentucky,2020-04-03,-32,2,68,-32,-46,18
Kentucky,2020-04-04,-39,1,90,-30,-32,10
Kentucky,2020-04-05,-39,-5,57,-37,-36,9
Kentucky,2020-04-06,-33,-4,37,-33,-46,17
Kentucky,2020-04-07,-33,-3,55,-28,-47,16
Kentucky,2020-04-08,-34,-3,47,-30,-48,17
Kentucky,2020-04-09,-35,-3,21,-34,-48,18
Kentucky,2020-04-10,-36,-4,29,-39,-52,21
Kentucky,2020-04-11,-39,3,60,-36,-33,10
Kentucky,2020-04-12,-60,-34,-20,-48,-43,11
Kentucky,2020-04-13,-37,-13,-16,-39,-46,19
Kentucky,2020-04-14,-34,-9,4,-31,-45,17
Kentucky,2020-04-15,-24,0,19,-28,-45,16
Kentucky,2020-04-16,-28,-4,29,-31,-45,17
Kentucky,2020-04-17,-34,-11,6,-38,-45,20
Kentucky,2020-04-18,-34,-3,67,-29,-29,9
Kentucky,2020-04-19,-36,-11,26,-38,-33,9
Kentucky,2020-04-20,-25,-6,53,-31,-43,16
Kentucky,2020-04-21,-26,-3,53,-26,-44,16
Kentucky,2020-04-22,-26,-2,74,-26,-45,15
Kentucky,2020-04-23,-36,-12,-22,-36,-46,19
Kentucky,2020-04-24,-30,-5,60,-31,-44,18
Kentucky,2020-04-25,-35,-5,26,-31,-30,11
Kentucky,2020-04-26,-38,-11,-19,-37,-35,10
Kentucky,2020-04-27,-20,-1,55,-27,-42,15
Kentucky,2020-04-28,-21,1,69,-22,-43,9
Kentucky,2020-04-29,-24,-1,1,-27,-44,17
Kentucky,2020-04-30,-24,1,-1,-28,-44,17
Kentucky,2020-05-01,-20,7,88,-23,-42,15
Kentucky,2020-05-02,-24,11,174,-12,-26,6
Kentucky,2020-05-03,-27,-1,44,-28,-30,7
Kentucky,2020-05-04,-15,5,57,-23,-40,14
